GeneSymbol	D3_ISO1_HEP_L_1	D3_ISO1_HEP_L_2	D3_ISO2_HEP_1	D3_ISO2_HEP_2	D3_INT_HEP_PI_1	D3_INT_HEP_PI_2	D3_INT_HEP_LPS_1	D3_INT_HEP_LPS_2	D3_INT_HEP_5OP_1	D3_INT_HEP_5OP_2	D3_INT_HEP_C_1	D3_INT_HEP_C_2	D3_INT_HEP_GL_C
ENSG00000287346	0.55	0.38	0.5	0.38	0.47	0	0.32	0.11	0.18	0.19	0.22	0.1	0.25
ENSG00000287347	0.17	0	0	0.07	0	0	0	0.02	0	0	0	0	0
ENSG00000287348	0.03	0	0.03	0.1	0.02	0	0	0	0.09	0	0	0.03	0.04
ENSG00000287349	0	0	0	0.1	0	0	0	0	0	0	0	0	0
ENSG00000287350	0.06	0.11	0.02	0.03	0.01	0	0	0	0	0.02	0	0.06	0
ENSG00000287351	0	0.19	0	0.05	0.02	0.1	0.05	0	0.13	0.01	0.06	0.06	0.04
ENSG00000287352	0	0.05	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287353	0	0.02	0	0.09	0	0	0	0	0.03	0.01	0	0	0
ENSG00000287354	0.09	0.05	0.09	0.06	0.05	0.1	0	0.01	0	0.03	0.05	0.01	0
ENSG00000287355	0.04	0.08	0	0.06	0.02	0	0.01	0	0	0.07	0.01	0.01	0.05
ENSG00000287356	0.03	0.01	0	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.03	0.02
ENSG00000287357	0.13	0.1	0.02	0.07	0.09	0	0	0.01	0	0.04	0.02	0.01	0.04
ENSG00000287358	0.06	0.02	0.01	0.06	0.03	0	0	0.01	0	0	0.04	0.04	0.04
ENSG00000287359	0.06	0.03	0	0	0.13	0	0	0	0.09	0.1	0.07	0	0
ENSG00000287360	0.12	0.12	0	0.09	0	0	0	0	0	0.04	0.02	0	0
ENSG00000287361	0.02	0.05	0	0.1	0.01	0	0	0	0.1	0	0	0.01	0.01
ENSG00000287362	0.16	0.02	0	0.04	0	0	0	0	0	0	0.06	0.03	0.05
AL096814.2	0.78	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSG00000287364	0.09	0.1	0.03	0.03	0.02	0.03	0	0	0.01	0.02	0.01	0.03	0
ENSG00000287365	0.05	0.02	0	0	0	0	0	0	0.01	0	0.02	0	0
ENSG00000287366	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287367	0.11	0.03	0.03	0.02	0.01	0	0	0	0	0.01	0.02	0.03	0.09
ENSG00000287368	0.14	0	0	0	0	0	0	0	0.08	0	0	0.04	0
ENSG00000287369	0.26	0.04	0.32	0	0.11	0	0	0.05	0	0	0.06	0	0.06
ENSG00000287370	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287372	0.29	0.17	0	0.04	0.1	0.27	0	0	0.02	0.02	0.03	0.02	0.09
ENSG00000287373	0.09	0.06	0	0.03	0.03	0	0	0	0	0.03	0.03	0.02	0.01
ENSG00000287374	0.05	0.09	0	0.01	0	0	0	0	0.06	0.04	0.01	0.01	0
ENSG00000287375	0	0.08	0	0	0.15	0	0	0	0	0	0	0	0
ENSG00000287376	0.12	0.17	0	0.03	0	0.08	0	0	0	0.01	0.17	0	0.02
ENSG00000287377	0.26	0.19	0.08	0.09	0.18	0	0	0	0	0.05	0.02	0.22	0.09
ENSG00000287378	0.06	0.13	0	0	0.05	0	0.03	0.03	0	0.01	0.02	0	0.01
ENSG00000287379	0	0	0	0.07	0	0	0	0	0	0	0	0	0
ENSG00000287380	0.15	0.06	0.11	0.04	0	0	0	0	0	0	0	0.01	0
ENSG00000287381	0.25	0.2	0.11	0.02	0.04	0	0	0.04	0.06	0.01	0.08	0.08	0.01
ENSG00000287382	0.42	0.09	0.12	0.09	0.1	0	0.05	0	0.02	0.09	0.04	0	0.02
ENSG00000287383	0.11	0.02	0	0.08	0	0	0.03	0	0.01	0.01	0	0	0.02
ENSG00000287384	0.9	0.62	0	0.14	0	0	0	0	0	0	0.09	0.13	0.53
ENSG00000287385	0.28	0.19	0	0.08	0.05	0.02	0	0.01	0	0.09	0	0.1	0.11
ENSG00000287386	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287387	0.92	0.37	0.2	0.37	0.06	0	0.02	0	0.06	0.16	0.34	0.18	0.11
ENSG00000287389	0.07	0.05	0	0.06	0	0.01	0	0	0	0.04	0.02	0.02	0
ENSG00000287390	0.09	0	0	0.03	0.04	0.04	0	0	0	0	0	0	0.01
ENSG00000287391	0.03	0	0	0	0	0	0	0.01	0.04	0	0	0	0
ENSG00000287392	0.19	0	0	0	0	0	0	0	0	0.01	0	0.04	0
ENSG00000287393	0.33	0.18	0.05	0.1	0.02	0	0	0.01	0	0.01	0.08	0.05	0.09
AC244102.4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287395	0.13	0	0.16	0	0	0	0	0	0	0	0	0	0
ENSG00000287396	0	0	0.08	0	0	0	0	0	0	0	0	0.08	0
ENSG00000287397	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287398	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287399	0.18	0.2	0.15	0.06	0.07	0.2	0	0	0.01	0.02	0.09	0	0.03
ENSG00000287400	0.1	0.04	0	0.03	0.01	0	0	0	0	0	0.01	0	0.02
ENSG00000287401	0.08	0.06	0.13	0.05	0.08	0.01	0.03	0.14	0.03	0.05	0.08	0.01	0.02
ENSG00000287402	0.06	0.04	0.16	0.04	0	0	0	0	0	0	0.04	0.04	0.06
ENSG00000287403	0.05	0.12	0.08	0	0.01	0	0	0	0.01	0	0.03	0.11	0.03
ENSG00000287404	0	0	0	0	0	0	0	0.08	0	0	0	0	0
ENSG00000287405	0.12	0.08	0.03	0.17	0.03	0	0.01	0.06	0.05	0	0.1	0.03	0.03
ENSG00000287406	0.15	0.1	0	0.17	0	0	0	0	0.02	0	0.02	0	0
ENSG00000287407	0	0	0	0	0	0	0	0	0	0	0.04	0	0
ENSG00000287408	0.08	0.17	0.02	0.03	0.04	0.07	0.04	0.01	0	0.06	0.02	0.03	0.05
ENSG00000287409	0	0	0	0	0	0	0	0	0	0	0.08	0	0
ENSG00000287410	0.09	0.1	0.02	0.1	0.06	0	0	0	0.01	0	0.03	0.01	0.04
ENSG00000287411	0.46	0.17	0.14	0.03	0.28	0.03	0	0	0.05	0.09	0.01	0.02	0.11
ENSG00000287412	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287413	0.02	0.06	0.04	0.03	0	0.04	0	0	0.01	0	0	0	0
ENSG00000287414	0.09	0.14	0.05	0.02	0	0	0	0	0	0	0	0	0.03
ENSG00000287415	0.15	0.06	0.06	0.11	0	0	0	0	0	0.03	0.03	0.09	0.03
ENSG00000287416	0.19	0.03	0.05	0.01	0	0.17	0	0	0.01	0	0.02	0.06	0.03
ENSG00000287417	0.27	0.07	0.03	0.05	0.04	0	0	0.04	0.03	0	0.11	0.06	0.05
ENSG00000287418	0.04	0.07	0	0.05	0.02	0	0	0	0.02	0	0	0.05	0
ENSG00000287419	0.19	0.05	0	0.16	0	0	0.02	0	0.01	0.03	0.02	0.1	0.07
ENSG00000287420	0.24	0	0	0	0	0	0	0	0.15	0	0.02	0.04	0
ENSG00000287421	0	0.07	0	0	0	0	0	0	0	0	0	0	0.03
ENSG00000287422	0.42	0.12	0.16	0.15	0.06	0	0.04	0	0	0.02	0.05	0.02	0.03
ENSG00000287423	0.06	0	0	0.01	0	0	0	0	0	0.01	0	0.03	0
ENSG00000287424	0.2	0.07	0.01	0.06	0.02	0	0	0	0	0	0.01	0.04	0.03
ENSG00000287425	0.09	0	0.02	0.01	0.01	0	0	0	0.04	0	0.01	0	0.02
ENSG00000287426	0	0	0	0.02	0.02	0	0	0	0	0.04	0	0.02	0.02
ENSG00000287427	0.03	0.09	0.14	0.01	0	0.03	0	0.01	0	0.08	0.01	0.12	0.04
ENSG00000287428	0.12	0.09	0	0	0	0	0	0	0	0	0	0.04	0
ENSG00000287429	0.21	0	0	0.09	0	0	0	0.04	0	0.04	0	0	0
ENSG00000287430	0.15	0.08	0	0.09	0.05	0	0	0	0.01	0.01	0.01	0.02	0
AC027601.6	0.14	0.11	0.04	0.08	0.04	0.02	0.01	0.05	0.05	0.02	0.03	0.04	0.04
ENSG00000287432	0.45	0.42	0.43	0.23	0.16	0.04	0	0	0	0.06	0.03	0.03	0.11
ENSG00000287433	0.12	0.04	0.01	0.07	0.06	0.01	0	0	0	0.01	0.01	0.05	0.06
ENSG00000287434	0.04	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287435	0.16	0	0.08	0.06	0	0	0	0	0.09	0.04	0.08	0	0
ENSG00000287437	0.39	0.12	0	0.13	0.07	0.04	0.01	0.03	0	0.04	0.01	0.01	0.03
ENSG00000287438	0.06	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287439	0.1	0.04	0.04	0.03	0.02	0.05	0	0	0.01	0	0.03	0.08	0.04
ENSG00000287440	0.24	0.02	0	0.02	0	0	0	0	0.04	0	0	0.04	0.03
ENSG00000287441	0.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287442	0.3	0.03	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287443	0	0	0.03	0	0	0	0	0	0	0.05	0.04	0.05	0
ENSG00000287444	0.16	0.18	0.08	0.03	0	0	0	0	0.02	0.13	0.02	0	0
ENSG00000287445	0.31	0.11	0.02	0	0.03	0.08	0.01	0	0	0	0	0	0.01
ENSG00000287446	0.13	0	0.04	0	0	0	0	0.01	0	0	0	0	0.02
ENSG00000287447	0.16	0.06	0	0.03	0.04	0	0	0	0	0.02	0.01	0.01	0.01
ENSG00000287448	0	0	0	0	0	0	0	0	0	0	0.02	0	0
ENSG00000287449	0	0.1	0.06	0	0.04	0	0.02	0	0	0	0.07	0.03	0
ENSG00000287450	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287451	0	0	0	0	0.08	0	0	0	0	0	0	0	0
ENSG00000287452	0.14	0.05	0.06	0.02	0.02	0	0	0	0.02	0.01	0.07	0	0
ENSG00000287453	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287454	0.4	0.28	0.08	0.22	0.06	0	0.06	0.04	0.11	0.11	0.04	0.1	0.15
ENSG00000287455	0.22	0.02	0	0	0.11	0	0	0	0	0	0	0	0.08
ENSG00000287456	0.03	0	0	0	0	0	0	0.07	0	0	0.02	0	0.02
ENSG00000287457	0.26	0.13	0.18	0.11	0	0	0	0	0	0.02	0.05	0.03	0
ENSG00000287458	0.16	0.57	0.2	0.02	0.1	0	0.16	0.05	0.07	0.03	0.05	0.03	0.04
ENSG00000287459	0.1	0.09	0	0.14	0	0	0	0	0	0	0	0.03	0
ENSG00000287460	0.23	0.23	0.15	0.14	0.01	0.03	0	0.02	0.02	0.07	0.05	0.04	0.03
ENSG00000287462	0.13	0	0	0	0	0	0	0	0	0	0.03	0	0
ENSG00000287463	0.08	0.07	0	0.02	0	0.03	0	0.01	0	0	0.02	0	0.01
ENSG00000287464	0.04	0.12	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287465	0	0	0	0	0	0	0	0	0	0	0.06	0	0
ENSG00000287466	0.26	0.1	0	0.04	0.02	0.1	0.05	0	0.01	0	0.04	0.04	0.03
ENSG00000287467	0.23	0.17	0	0.07	0.02	0	0.02	0	0	0.01	0.15	0	0.04
ENSG00000287468	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287469	0.25	0.05	0.04	0.02	0.01	0	0	0.01	0	0.03	0.02	0.01	0.01
ENSG00000287470	0.04	0	0	0.35	0	0	0	0	0.02	0	0	0	0
ENSG00000287471	0.23	0	0	0	0	0	0	0	0	0	0.04	0	0
ENSG00000287472	0.14	0.03	0.14	0.05	0	0.11	0	0	0.14	0.02	0.02	0	0.04
ENSG00000287473	0	0	0	0	0	0	0	0.11	0	0	0	0	0
ENSG00000287474	0.19	0.1	0	0.08	0.02	0.03	0.01	0	0	0.02	0.04	0	0.05
ENSG00000287475	0.21	0.07	0.07	0.11	0	0	0.01	0	0	0.01	0.03	0.03	0.02
ENSG00000287476	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287477	0.02	0.02	0	0.01	0.04	0	0	0	0.02	0.02	0.02	0.01	0.1
ENSG00000287478	0	0.03	0	0	0	0	0	0	0	0.03	0	0	0
ENSG00000287479	0.1	0	0	0.09	0	0.01	0	0	0	0.04	0.09	0.01	0.02
ENSG00000287480	0	0.06	0	0.04	0	0	0	0	0.01	0.01	0.03	0.04	0
ENSG00000287481	0.43	0.05	0	0.08	0.02	0	0	0.01	0	0.08	0.02	0.03	0.12
ENSG00000287482	0	0	0.05	0.25	0.03	0	0	0	0	0	0	0	0
ENSG00000287483	0.07	0	0	0.03	0	0	0	0.01	0	0.03	0.05	0	0
ENSG00000287484	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287485	0.21	0.2	0.08	0.08	0.03	0.01	0.04	0	0.02	0.06	0.03	0.02	0.06
ENSG00000287486	0.14	0	0.04	0	0.06	0	0	0	0.02	0	0	0	0
ENSG00000287488	0.21	0	0	0.06	0	0	0	0	0	0.02	0.02	0	0
ENSG00000287489	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287490	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287492	0.19	0	0	0	0	0	0	0	0	0	0	0	0.07
ENSG00000287493	0.06	0.15	0.16	0.03	0.02	0.67	0.11	0	0.14	0.06	0.06	0.21	0.11
ENSG00000287494	0	0.19	0	0	0.11	0	0	0	0	0.03	0	0	0.05
ENSG00000287495	0	0.05	0	0	0	0	0	0	0	0	0	0.05	0
ENSG00000287496	0	0.13	0	0.15	0	0	0	0	0	0	0	0	0
ENSG00000287497	0	0.04	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287498	0.16	0.14	0.05	0.09	0.01	0.06	0	0.02	0	0.03	0.02	0.04	0.04
ENSG00000287499	0.05	0.05	0.03	0.06	0.02	0.01	0	0	0	0	0	0	0.02
ENSG00000287500	0	0.13	0	0.06	0	0	0	0	0	0	0.02	0.04	0
ENSG00000287501	0	0.04	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287502	0.67	0	0.38	0	0.09	0	0.16	0.14	0.61	0.26	0	0	0.39
ENSG00000287503	0	0.16	0	0.11	0.05	0	0.04	0	0.16	0	0	0.04	0
ENSG00000287504	0.19	0.05	0.05	0.04	0	0.02	0	0	0	0.02	0	0.06	0.05
ENSG00000287505	0.38	0.08	0.04	0.13	0.02	0	0	0.01	0	0	0.05	0.04	0.01
ENSG00000287506	0.32	0	0	0	0	0	0	0.23	0	0	0	0	0
ENSG00000287507	0.16	0.05	0	0	0	0	0	0	0	0	0.13	0	0
ENSG00000287508	0.43	0.03	0.04	0	0	0.11	0	0	0	0	0	0.02	0
ENSG00000287509	0.07	0.1	0	0.14	0	0	0	0.02	0	0.33	0	0.07	0
ENSG00000287510	0	0.13	0	0	0	0	0.05	0	0	0	0	0	0.05
ENSG00000287511	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287512	0.03	0	0	0	0	0	0	0	0	0.06	0	0	0
ENSG00000287513	0.03	0.22	0	0.17	0.12	0.04	0	0.07	0.06	0	0.03	0.08	0.11
ENSG00000287514	0.25	0.07	0.03	0.07	0	0	0	0.01	0.02	0.04	0.07	0.04	0.1
ENSG00000287515	0.21	0.04	0.03	0.06	0.03	0	0	0	0.03	0	0	0.01	0
ENSG00000287516	0.39	0.32	0.03	0.15	0.13	0.1	0.01	0.03	0.06	0.07	0.17	0.11	0.27
ENSG00000287517	0	0.11	0	0	0	0	0	0	0	0	0	0	0.04
ENSG00000287518	0	0.23	0	0	0	0	0	0	0	0	0.05	0	0
ENSG00000287519	0.18	0.09	0	0.07	0	0.08	0	0.01	0.01	0.04	0.04	0.05	0.01
ENSG00000287520	0.08	0.07	0	0.01	0.03	0	0	0.01	0.02	0	0.03	0.05	0.01
ENSG00000287521	0	0	0	0	0	0	0	0	0.09	0	0	0	0.15
ENSG00000287522	0.27	0.2	0.26	0	0	0	0	0	0	0	0	0	0.04
ENSG00000287523	0.11	0.13	0.03	0.04	0.09	0	0	0	0	0	0.03	0.08	0.06
ENSG00000287524	0.25	0	0.08	0.02	0.08	0.02	0	0.03	0.01	0	0.01	0.04	0.01
ENSG00000287525	0.04	0.23	0.2	0.04	0	0	0.06	0	0.02	0.09	0	0	0
ENSG00000287526	0.05	0.08	0	0	0	0	0	0.01	0	0	0	0	0
ENSG00000287527	0.07	0.16	0.04	0.05	0.08	0.01	0	0.02	0.01	0.04	0.05	0.01	0.04
ENSG00000287528	0	0	0	0	0.02	0	0	0	0	0	0	0	0
ENSG00000287529	0.11	0	0.18	0	0	0	0	0.05	0	0	0.11	0	0
ENSG00000287530	0.12	0	0	0.08	0	0.01	0.01	0	0	0	0	0	0
ENSG00000287531	0.07	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287532	0.07	0.14	0.12	0	0.04	0.08	0.03	0	0	0.03	0.02	0	0.04
ENSG00000287533	0.19	0.03	0	0	0	0	0	0	0	0	0.03	0.01	0.01
ENSG00000287534	0.19	0.17	0.01	0.11	0.04	0	0.02	0.01	0.06	0.08	0.05	0.03	0.1
ENSG00000287535	0.08	0.06	0.08	0.07	0.13	0	0	0.01	0	0	0.03	0	0.01
ENSG00000287536	0.11	0.09	0.03	0.03	0.04	0	0.01	0	0	0.03	0.02	0	0.01
ENSG00000287537	0.17	0	0	0	0	0	0	0.02	0	0.04	0.04	0	0.04
ENSG00000287538	0.16	0.02	0	0	0	0	0	0	0.01	0	0.01	0	0.02
ENSG00000287539	0.25	0	0.05	0.27	0.07	0.17	0.06	0	0	0.03	0.03	0.15	0
ENSG00000287540	0	0.05	0	0	0	0	0	0	0	0	0.07	0	0
ENSG00000287541	0	1.96	0	0	0	0	0	0	0	0	0	0	0
HERC3_ENSG00000287542	0.3	0.43	0.3	0	0.07	0	0.21	0.12	0.11	0.53	0.53	0	0.32
ENSG00000287543	0.27	0.38	0.27	0.09	0.04	0.11	0.02	0.01	0.05	0.07	0.1	0.03	0.1
ENSG00000287544	0.12	0.03	0.07	0.04	0.02	0.01	0	0	0	0.01	0	0.01	0.05
ENSG00000287545	0.25	0.05	0	0.05	0	0	0	0	0.05	0.02	0.03	0	0
ENSG00000287546	0.16	0	0.09	0.06	0.05	0.06	0	0.01	0	0.01	0.03	0.01	0.01
ENSG00000287547	0.09	0	0.1	0	0.28	0	0	0	0	0.03	0	0	0.12
ENSG00000287548	0.1	0.26	0.16	0.37	0.04	0	0.09	0.01	0.11	0.05	0	0.12	0.09
ENSG00000287549	0.11	0.28	0	0.14	0.27	0	0.11	0.08	0.04	0.01	0.07	0	0.16
ENSG00000287550	0.38	0.25	0	0.09	0.01	0	0	0	0.02	0.02	0.07	0.06	0.03
ENSG00000287551	0	0	0	0.04	0	0	0	0	0	0	0	0	0
ENSG00000287552	0.15	0.18	0.01	0.06	0	0	0	0.03	0	0.04	0.01	0.07	0.06
ENSG00000287553	0	0	0	0	0	0	0.03	0.05	0	0	0	0	0
ENSG00000287554	0.09	0.02	0	0.04	0.01	0.03	0	0	0	0.01	0.01	0.02	0.04
ENSG00000287555	0.2	0.13	0.3	0.23	0.18	0	0.07	0.12	0.04	0.07	0.05	0.06	0.03
ENSG00000287556	0.12	0.37	0.24	0.07	0	0	0	0.03	0.04	0.06	0	0	0
ENSG00000287557	0.14	0.03	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287558	0.28	0.14	0.1	0.07	0.04	0	0	0.01	0	0.01	0.03	0.04	0.06
ENSG00000287559	0.12	0.06	0	0	0.03	0.01	0	0.01	0.02	0.01	0.04	0.03	0
ENSG00000287560	0.07	0	0	0	0	0	0	0	0	0.01	0	0.05	0.06
ENSG00000287561	0.17	0.1	0.07	0	0	0	0	0.05	0	0	0	0.03	0.16
ENSG00000287562	0.19	0.14	0.1	0.13	0.03	0.04	0.04	0.03	0.08	0.03	0.05	0.07	0.13
ENSG00000287563	0.4	0.03	0	0.17	0	0	0	0	0	0.04	0.15	0	0
ENSG00000287564	0.03	0.1	0	0.07	0	0	0	0.01	0	0.16	0.02	0.04	0
ENSG00000287565	0.04	0	0	0.04	0.08	0.01	0	0	0	0	0.03	0	0.01
ENSG00000287566	0.07	0.08	0	0.13	0.02	0	0	0.01	0	0.09	0.08	0.06	0.18
ENSG00000287567	0.07	0	0	0.16	0.03	0	0	0.01	0	0.08	0.04	0	0.03
ENSG00000287568	0.08	0.13	0	0.17	0	0	0	0	0	0	0.02	0.03	0
ENSG00000287569	0.96	0.68	0.45	0.6	0.38	0.11	0.44	0.25	0.36	0.4	0.34	0.56	0.32
ENSG00000287570	0.14	0.02	0.09	0.13	0	0	0	0	0	0.02	0.01	0.11	0.03
ENSG00000287571	0	0.06	0	0	0	0	0	0	0	0	0	0	0.09
ENSG00000287574	0.12	0.08	0.18	0	0.14	0.02	0.12	0.01	0.02	0.05	0.07	0.05	0.23
ENSG00000287575	0.48	0	0	0	0	0	0	0.02	0	0	0	0	0
ENSG00000287576	0.17	0.11	0.21	0.08	0.06	0	0.05	0.03	0.12	0.1	0.11	0.06	0.09
ENSG00000287578	0.19	0.16	0.04	0.03	0	0.02	0	0	0.06	0	0.01	0.01	0.01
ENSG00000287579	0.05	0	0	0.17	0	0	0	0	0	0.05	0.03	0	0
ENSG00000287580	0.08	0.38	0	0	0	0	0	0	0	0	0	0	0.24
ENSG00000287581	0.29	0.35	0.05	0.15	0.27	0	0.17	0.07	0.12	0.13	0.17	0.15	0.47
ENSG00000287582	0.03	0	0.04	0	0	0	0	0	0	0	0.04	0	0.02
ENSG00000287583	0.05	0.06	0.06	0.07	0.06	0.03	0	0.01	0.01	0	0.04	0.01	0.06
ENSG00000287584	0.4	0.03	0.11	0.03	0.02	0.15	0.09	0.09	0.1	0	0.06	0.04	0.15
ENSG00000287585	0	0	0	0	0	0	0	0	0.07	0	0	0	0
ENSG00000287586	0.09	0.05	0.01	0.01	0.06	0.07	0	0.01	0.01	0.01	0.03	0	0.02
ENSG00000287587	0.06	0	0	0.11	0	0.07	0	0	0	0	0	0.02	0
ENSG00000287588	0.11	0.1	0	0.03	0.2	0	0	0	0	0	0.09	0	0
ENSG00000287589	0.13	0.15	0.01	0.09	0.07	0.01	0.01	0	0.01	0.06	0.07	0.04	0.03
ENSG00000287590	0	0.1	0	0	0	0	0	0.03	0	0	0.11	0	0.08
ENSG00000287591	0.21	0.13	0.06	0.1	0.01	0	0.04	0.05	0	0.06	0.01	0.03	0
ENSG00000287592	0.25	0.15	0	0	0	0	0	0	0.09	0	0.03	0	0.05
ENSG00000287593	0.01	0.29	0.13	0.1	0	0	0	0.05	0.03	0	0	0.02	0.07
ENSG00000287594	0.02	0.03	0.07	0.09	0.03	0	0	0	0.04	0.01	0.01	0.09	0.02
ENSG00000287595	0.18	0.41	0.06	0.09	0	0	0	0	0.03	0.09	0.01	0.16	0.1
ENSG00000287596	0.24	0.38	0	0.07	0.06	0	0	0.05	0.02	0	0.05	0.17	0
ENSG00000287597	0.08	0.09	0	0.05	0.04	0	0	0.01	0	0	0	0	0.02
ENSG00000287598	0	0	0	0.06	0	0	0	0	0	0	0.06	0	0
ENSG00000287599	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287600	0.39	0.14	0.11	0	0.05	0.01	0	0	0.02	0	0.05	0.02	0.04
ENSG00000287601	0	0.06	0	0.12	0.05	0	0	0	0	0.23	0	0.04	0.29
ENSG00000287602	0.07	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287603	0.17	0.07	0.04	0.05	0.04	0.04	0	0.01	0.03	0.02	0.04	0.06	0.04
ENSG00000287605	0.03	0.08	0.04	0.03	0.05	0	0	0	0	0	0	0	0.02
ENSG00000287607	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287608	0.23	0.3	0.08	0.08	0.07	0	0.26	0.06	0.04	0.16	0.17	0.06	0.12
ENSG00000287609	0.31	0.12	0.02	0.04	0.04	0	0.03	0	0.03	0.01	0.02	0.07	0.04
ENSG00000287610	0.31	0.15	0.06	0.17	0.08	0.04	0	0	0	0	0.03	0.05	0.13
ENSG00000287611	0.24	0.28	0.14	0.1	0.07	0	0	0	0.05	0.07	0.08	0.02	0.06
ENSG00000287612	0	0	0	0	0.13	0	0	0	0.02	0.05	0	0	0
ENSG00000287613	0.07	0.1	0.03	0.15	0.03	0.03	0	0	0.02	0.01	0.03	0.01	0.02
ENSG00000287614	0.04	0.17	0	0	0	0	0	0	0	0	0.03	0	0
ENSG00000287615	0.33	0.04	0	0	0.23	0	0	0	0	0	0	0.09	0
ENSG00000287616	0.3	0.17	0.33	0.03	0.04	0	0	0.03	0.15	0	0.05	0.01	0.03
ENSG00000287617	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287618	0	0.07	0	0	0	0	0	0	0	0	0.05	0	0
ENSG00000287619	0.15	0.1	0.02	0.02	0	0	0	0	0.03	0.01	0.02	0	0.01
ENSG00000287620	0.19	0.23	0.17	0	0.02	0	0	0.01	0	0.04	0.1	0.06	0
ENSG00000287621	0.11	0.01	0.01	0.01	0.01	0.02	0	0.05	0	0	0.03	0.01	0.01
ENSG00000287623	0.34	0.2	0	0.11	0.03	0	0.02	0	0	0.03	0.02	0.01	0.04
ENSG00000287624	0.06	0.11	0	0	0.05	0	0.08	0	0.03	0.05	0.22	0.11	0
ENSG00000287625	0.16	0.31	0.15	0.14	0.03	0.01	0.04	0.04	0.06	0.18	0.13	0.02	0.1
ENSG00000287626	0	0.21	0	0.03	0.02	0	0.06	0.01	0	0.08	0	0.03	0.06
ENSG00000287627	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287628	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287629	0.05	0.06	0.1	0.16	0	0	0.03	0.02	0.01	0.03	0.07	0.01	0.04
ENSG00000287630	0.03	0.15	0.02	0	0.03	0	0	0	0	0.01	0	0	0.03
ENSG00000287631	0	0	0	0	0	0	0	0	0	0.02	0	0.03	0
ENSG00000287632	0.03	0	0	0	0	0	0	0	0	0.01	0	0	0.15
ENSG00000287633	0.4	0.12	0.1	0.07	0.03	0	0	0	0	0.03	0.09	0.05	0.13
ENSG00000287634	0	0	0	0	0	0	0	0	0	0	0.11	0	0
ENSG00000287635	0.19	0	0	0	0	0	0	0	0	0	0	0.04	0
ENSG00000287636	1.55	0.31	0.05	0.38	0.21	0	0.07	0.08	0.17	0.24	0.14	0.69	0.24
ENSG00000287637	0.14	0.01	0.07	0.05	0	0	0	0.01	0	0.02	0.02	0.01	0
ENSG00000287639	0.19	0.07	0	0	0	0	0	0	0	0	0.02	0.01	0
ENSG00000287640	0.06	0.02	0	0.04	0.04	0	0	0	0	0	0.05	0.01	0
ENSG00000287641	0.17	0	0	0	0	0	0	0	0.35	0	0	0	0
ENSG00000287642	0.26	0.03	0	0.46	0.02	0.1	0.02	0.02	0.09	0.15	0.09	0.24	0.26
ENSG00000287643	0.23	0.11	0.06	0.08	0.06	0	0.03	0	0.02	0.02	0.01	0.03	0.04
ENSG00000287644	0	0.17	0	0.06	0.25	0	0.09	0.08	0.17	0	0	0	0.09
ENSG00000287645	0.04	0.05	0.02	0	0.05	0.03	0	0.02	0.04	0.05	0.01	0	0.03
ENSG00000287646	0.12	0.14	0.12	0.09	0.09	0.04	0.02	0	0	0.03	0.03	0.07	0.05
ENSG00000287647	0.04	0.13	0	0	0.06	0	0	0	0.02	0.01	0.02	0.03	0.01
ENSG00000287649	0.17	0.09	0	0.04	0.05	0.1	0	0	0.03	0.11	0.01	0.02	0
